Id,Age,Gender,Wt,Height,Race,Exposure to fake news [hours/day],Rxn lvl,Notes,Trust level [%],Soc.Med,Status
16305,49,Male,62,181,White,14.1,8,Indifferent,14,Instagram,Pending Review
16306,60,Female,117,166,Asian,9.9,7,Unknown,105,WhatsApp,Suspended
16307,56,Non-Binary,61,186,Other,0.4,5,Completely unaware,100,Unknown,Active
16308,53,Non-Binary,93,166,Mixed,5.4,0,More fake news than reality,26,Twitter,Error
16309,57,Female,52,199,Hispanic,4.9,7,Occasional check,5,Snapchat,Suspended
16310,33,Female,51,179,Mixed,13.2,1,Unknown,41,WhatsApp,Pending Review
16311,34,Male,111,152,White,0.2,10,Occasional check,84,Facebook,Pending Review
16312,69,Female,66,159,Asian,4.5,7,Very Confused,39,Snapchat,Warning Issued
16313,64,Non-Binary,75,178,Other,4,2,More fake news than reality,0,TikTok,Inactive
16314,57,Non-Binary,106,176,Mixed,5.1,11,Completely unaware,6,Facebook,Active
16315,26,Non-Binary,57,199,Hispanic,11.9,7,Completely unaware,18,Instagram,Active
16316,31,Non-Binary,114,162,Asian,11.4,11,Believes everything,66,Facebook,Needs Verification
16317,21,Male,80,164,Other,6,3,Some skepticism,115,Facebook,Warning Issued
16318,21,Female,80,191,Asian,13,0,Needs Verification,108,Instagram,Active
16319,23,Female,107,164,Other,6.5,3,Fully converted,104,Twitter,Suspended
16320,26,Non-Binary,119,191,Asian,6.4,7,Fully converted,7,Unknown,Inactive
16321,21,Non-Binary,110,191,Black,13.6,9,Unknown,91,Unknown,Active
16322,50,Non-Binary,70,182,Black,9.8,9,Values nothing,40,TikTok,Active
16323,67,Non-Binary,74,172,Other,9.5,8,Completely unaware,-7,Twitter,Warning Issued
16324,18,Male,112,180,Asian,10.5,6,Indifferent,30,WhatsApp,Pending Review
16325,37,Female,84,176,Mixed,4.7,2,Occasional check,67,Unknown,Active
16326,33,Male,91,184,Other,13.2,6,Indifferent,7,Unknown,Inactive
16327,20,Non-Binary,110,173,Asian,3.4,6,Values nothing,14,Twitter,Pending Review
16328,52,Male,98,200,Mixed,0.7,8,Participates in spreading,86,Facebook,Suspended
16329,42,Female,53,195,Black,0.2,6,Needs Verification,58,WhatsApp,Needs Verification
16330,34,Male,110,162,Other,4.5,11,Indifferent,11,Twitter,Active
16331,41,Non-Binary,56,153,Asian,12.2,4,Completely unaware,-1,Twitter,Warning Issued
16332,31,Non-Binary,107,176,Other,7.1,6,Needs Verification,58,TikTok,Suspended
16333,32,Male,90,166,Other,12.8,10,More fake news than reality,-3,Unknown,Pending Review
16334,24,Non-Binary,109,174,Other,3,8,Does not engage,111,Facebook,Pending Review
16335,23,Male,96,196,White,1.5,10,Very Confused,61,WeChat,Inactive
16336,33,Male,87,153,Black,5,9,Occasional check,33,Snapchat,Active
16337,60,Female,51,159,Asian,2.2,8,Believes everything,65,WeChat,Pending Review
16338,70,Non-Binary,84,192,Other,11.4,5,Does not engage,35,TikTok,Needs Verification
16339,57,Male,83,182,Mixed,0.3,2,Values nothing,79,TikTok,Inactive
16340,28,Female,107,195,Black,11.8,9,Values nothing,56,Facebook,Pending Review
16341,30,Non-Binary,114,160,White,4.3,4,Participates in spreading,88,Unknown,Error
16342,24,Male,72,190,Asian,5.4,2,Believes everything,-6,Snapchat,Needs Verification
16343,53,Female,87,196,Other,12.6,5,Does not engage,25,TikTok,Warning Issued
16344,52,Male,86,157,Black,8.8,2,Needs Verification,118,Instagram,Needs Verification
16345,65,Female,84,196,Black,3.3,11,Values nothing,46,Twitter,Inactive
16346,42,Male,84,197,Asian,13.5,10,Some skepticism,99,WeChat,Suspended
16347,53,Non-Binary,72,151,Black,14.1,4,More fake news than reality,-6,Snapchat,Error
16348,36,Female,114,159,Hispanic,12.1,2,More fake news than reality,42,Facebook,Pending Review
16349,54,Female,59,183,Black,2.6,2,Completely unaware,3,Snapchat,Active
16350,36,Non-Binary,72,178,Asian,8.6,11,Does not engage,72,WhatsApp,Warning Issued
16351,32,Female,120,154,Asian,0,3,Very Confused,43,Twitter,Warning Issued
16352,45,Non-Binary,115,166,Asian,1.5,4,Occasional check,120,Unknown,Active
16353,34,Non-Binary,93,180,Mixed,6.4,10,Participates in spreading,62,Unknown,Inactive
16354,37,Non-Binary,87,170,Asian,5.6,8,Values nothing,51,WeChat,Error
16355,48,Male,60,175,Other,13.6,7,Values nothing,11,Twitter,Warning Issued
16356,25,Non-Binary,98,177,Other,5.6,3,Unknown,3,Twitter,Inactive
16357,25,Female,87,194,Other,14.7,11,Believes everything,3,Unknown,Warning Issued
16358,42,Male,100,190,Black,6.3,10,Needs Verification,47,Instagram,Inactive
16359,33,Non-Binary,118,164,White,14.3,5,Completely unaware,25,WhatsApp,Needs Verification
16360,18,Non-Binary,99,198,Asian,5.4,1,Very Confused,37,Snapchat,Suspended
16361,19,Male,97,183,Mixed,3.5,4,Very Confused,40,Snapchat,Active
16362,38,Male,76,162,Mixed,10.6,1,Participates in spreading,105,WeChat,Inactive
16363,25,Female,120,153,Hispanic,6.8,5,Unknown,77,Twitter,Pending Review
16364,53,Non-Binary,96,154,Asian,5.3,6,More fake news than reality,-4,TikTok,Error
16365,57,Non-Binary,58,159,Black,4.9,7,Believes everything,90,WhatsApp,Suspended
16366,28,Male,85,176,Black,7.1,5,Completely unaware,41,Twitter,Needs Verification
16367,63,Female,105,197,Asian,6.9,9,Occasional check,6,WeChat,Warning Issued
16368,66,Male,109,193,Black,5.8,7,Some skepticism,79,Facebook,Inactive
16369,29,Female,51,158,Mixed,14.9,1,Completely unaware,79,Snapchat,Pending Review
16370,52,Non-Binary,79,181,Asian,14.4,0,Needs Verification,98,Facebook,Suspended
16371,22,Female,88,164,Other,14.9,1,Values nothing,32,Instagram,Error
16372,24,Male,70,151,Hispanic,1.7,7,More fake news than reality,74,Facebook,Pending Review
16373,32,Non-Binary,82,186,Black,1.1,10,Participates in spreading,5,Facebook,Needs Verification
16374,48,Female,55,184,White,0.6,3,Needs Verification,7,Snapchat,Active
16375,37,Male,69,180,White,1.9,1,Values nothing,98,Twitter,Active
16376,28,Male,57,169,Other,14.1,3,Occasional check,87,Snapchat,Error
16377,52,Non-Binary,111,163,White,5.2,4,Believes everything,57,WhatsApp,Suspended
16378,23,Non-Binary,69,168,Mixed,5.6,2,Participates in spreading,53,WhatsApp,Needs Verification
16379,19,Male,51,170,Asian,0.8,2,Values nothing,86,Twitter,Warning Issued
16380,25,Non-Binary,102,198,Black,8.9,4,Fully converted,24,Snapchat,Warning Issued
16381,55,Female,119,169,Black,12.7,7,Values nothing,97,Unknown,Inactive
16382,37,Non-Binary,110,171,Hispanic,3.5,1,Some skepticism,70,Instagram,Needs Verification
16383,22,Female,57,172,Other,2,7,Participates in spreading,36,Facebook,Active
16384,48,Non-Binary,106,172,Black,5.5,4,Some skepticism,27,Instagram,Pending Review
16385,31,Female,116,195,Mixed,5.5,3,Some skepticism,70,Facebook,Inactive
16386,47,Non-Binary,52,174,Other,11.9,10,Unknown,95,TikTok,Suspended
16387,67,Female,93,160,White,8.7,7,More fake news than reality,-1,WeChat,Pending Review
16388,62,Female,90,152,White,0.1,11,Participates in spreading,99,Unknown,Pending Review
16389,27,Female,64,158,Mixed,11.1,4,Participates in spreading,23,WeChat,Inactive
16390,46,Male,58,195,White,1.1,2,Occasional check,90,TikTok,Pending Review
16391,47,Female,84,150,Asian,13.6,4,More fake news than reality,65,Facebook,Warning Issued
16392,46,Female,111,162,Asian,0.6,10,Occasional check,64,Instagram,Active
16393,41,Male,114,153,Black,3.5,1,More fake news than reality,3,Instagram,Inactive
16394,38,Non-Binary,81,184,Other,6.1,3,Values nothing,75,Snapchat,Suspended
16395,70,Female,57,176,Black,2.1,6,Participates in spreading,78,TikTok,Pending Review
16396,62,Female,117,168,Mixed,14.8,10,Values nothing,62,TikTok,Warning Issued
16397,18,Female,86,186,Hispanic,5.9,1,Needs Verification,42,WeChat,Inactive
16398,70,Male,101,184,Mixed,8.1,0,Indifferent,51,Twitter,Needs Verification
16399,25,Non-Binary,50,176,Asian,11.5,9,Occasional check,48,Unknown,Warning Issued
16400,45,Non-Binary,93,187,White,0.5,0,Completely unaware,66,WeChat,Error
16401,57,Female,52,169,White,8.1,6,Some skepticism,11,Instagram,Warning Issued
16402,60,Non-Binary,113,152,Asian,13.6,8,Does not engage,-10,Unknown,Active
16403,48,Non-Binary,53,151,White,1.1,10,Values nothing,80,WeChat,Inactive
16404,38,Male,57,183,Asian,3.7,5,Unknown,48,TikTok,Inactive
16405,22,Female,71,187,Hispanic,6.5,1,Completely unaware,35,Twitter,Suspended
16406,42,Non-Binary,63,161,Black,13.2,0,Does not engage,37,Unknown,Suspended
16407,28,Female,80,196,Other,2.9,6,Fully converted,97,Unknown,Needs Verification
16408,32,Female,89,196,Mixed,0.9,8,Fully converted,64,Facebook,Error
16409,50,Female,94,192,White,10.9,4,Believes everything,72,Facebook,Warning Issued
16410,49,Male,93,194,Black,12.8,7,Fully converted,72,Twitter,Suspended
16411,69,Male,87,191,Black,0.7,11,Values nothing,-10,Unknown,Pending Review
16412,22,Female,113,151,Other,14.9,11,More fake news than reality,70,Facebook,Needs Verification
16413,30,Non-Binary,67,174,Asian,9.7,11,Completely unaware,101,TikTok,Inactive
16414,20,Male,115,161,Black,11.9,8,Very Confused,60,Snapchat,Suspended
16415,48,Female,85,198,Other,8.6,9,More fake news than reality,102,Unknown,Needs Verification
16416,44,Non-Binary,52,185,Asian,1.9,7,Does not engage,88,TikTok,Warning Issued
16417,32,Female,95,181,Hispanic,5.4,2,Unknown,71,WhatsApp,Needs Verification
16418,34,Non-Binary,96,199,White,0.3,8,Needs Verification,5,Facebook,Pending Review
16419,61,Non-Binary,77,160,Black,9.9,1,Participates in spreading,36,WhatsApp,Active
16420,43,Female,103,160,White,9.9,5,Some skepticism,44,Facebook,Error
16421,29,Male,83,170,Black,0.8,4,Needs Verification,69,TikTok,Warning Issued
16422,64,Non-Binary,55,174,Other,2.3,11,Indifferent,48,Instagram,Warning Issued
16423,58,Male,107,150,White,4.5,7,Values nothing,88,WhatsApp,Needs Verification
16424,70,Female,64,173,Other,8.8,11,Indifferent,15,Twitter,Pending Review
16425,68,Female,70,178,Other,10.6,1,Believes everything,90,Facebook,Error
16426,19,Non-Binary,118,150,Black,9.1,11,Very Confused,-7,Instagram,Pending Review
16427,47,Female,53,166,Black,8.7,0,Very Confused,48,WeChat,Error
16428,29,Male,78,177,White,7.7,11,Values nothing,75,Facebook,Needs Verification
16429,34,Male,83,174,Mixed,0.8,8,Indifferent,68,Facebook,Needs Verification
16430,24,Female,95,153,White,1.2,5,Needs Verification,46,Twitter,Pending Review
16431,55,Non-Binary,114,183,Black,2.5,7,Occasional check,47,Facebook,Inactive
16432,21,Female,116,198,Mixed,6.2,6,Unknown,15,WeChat,Inactive
16433,38,Non-Binary,111,164,Other,4.8,9,Completely unaware,70,WhatsApp,Warning Issued
16434,66,Male,88,199,White,2.8,4,Participates in spreading,97,Facebook,Suspended
16435,56,Female,107,161,Black,13.1,2,Fully converted,89,WhatsApp,Error
16436,44,Non-Binary,113,170,White,8.7,9,Needs Verification,90,Instagram,Inactive
16437,58,Female,85,162,Asian,10.7,2,Some skepticism,109,Snapchat,Error
16438,42,Female,77,192,Asian,10.5,7,Participates in spreading,75,Snapchat,Pending Review
16439,57,Male,74,171,Asian,1.1,7,Occasional check,-8,WeChat,Suspended
16440,55,Non-Binary,73,151,White,8.6,5,Very Confused,-3,TikTok,Warning Issued
16441,64,Female,106,177,Asian,14.9,0,Some skepticism,19,Twitter,Active
16442,69,Non-Binary,98,155,Hispanic,11.3,2,Fully converted,-8,Instagram,Needs Verification
16443,30,Female,71,157,Black,0.4,5,Some skepticism,114,Snapchat,Needs Verification
16444,27,Female,98,156,Other,3.7,3,Does not engage,75,Facebook,Pending Review
16445,35,Female,55,169,Asian,4.9,2,Does not engage,70,TikTok,Active
16446,53,Non-Binary,64,178,White,9.9,6,Completely unaware,59,TikTok,Active
16447,37,Male,91,162,Other,11.3,3,Does not engage,68,WhatsApp,Needs Verification
16448,30,Non-Binary,117,186,Black,9.7,7,Some skepticism,105,Twitter,Active
16449,21,Male,109,190,White,6.6,7,Needs Verification,93,Snapchat,Suspended
16450,36,Male,120,151,Asian,14.8,6,Indifferent,20,TikTok,Error
16451,20,Female,82,172,Hispanic,10.4,2,Completely unaware,108,Unknown,Active
16452,52,Female,62,165,Hispanic,4.2,0,Occasional check,31,TikTok,Error
16453,50,Female,104,168,Mixed,0.7,0,Indifferent,16,Facebook,Active
16454,21,Female,89,188,Other,11.9,1,Occasional check,103,Twitter,Suspended
16455,35,Male,93,182,Mixed,6.8,9,Some skepticism,2,Snapchat,Active
16456,57,Non-Binary,76,196,Other,14.7,9,Needs Verification,21,Snapchat,Warning Issued
16457,33,Male,65,152,Other,7.5,3,Occasional check,60,TikTok,Warning Issued
16458,65,Non-Binary,52,198,Black,9.7,10,Values nothing,34,Facebook,Suspended
16459,58,Non-Binary,78,169,Mixed,0.8,10,Some skepticism,108,Unknown,Error
16460,26,Non-Binary,97,152,White,0.5,6,Unknown,51,Unknown,Active
16461,24,Male,105,182,Mixed,9.4,8,Some skepticism,109,WhatsApp,Suspended
16462,69,Non-Binary,50,150,Mixed,6.6,6,Fully converted,42,TikTok,Error
16463,25,Female,113,163,Other,11,1,Completely unaware,48,Facebook,Inactive
16464,43,Female,117,166,Asian,6.6,7,Unknown,72,Facebook,Suspended
16465,19,Male,116,165,Asian,0.4,2,Some skepticism,18,Unknown,Pending Review
16466,54,Male,101,185,Mixed,0.4,0,Indifferent,107,Facebook,Warning Issued
16467,56,Male,100,172,Mixed,3.5,5,Fully converted,34,WeChat,Error
16468,19,Non-Binary,77,184,Mixed,4.6,7,Participates in spreading,-3,Unknown,Needs Verification
16469,33,Non-Binary,119,184,Asian,3.6,5,Unknown,105,Instagram,Active
16470,50,Female,89,193,Asian,2.7,8,Fully converted,77,Facebook,Inactive
16471,51,Male,59,162,Asian,14.2,11,Needs Verification,15,Twitter,Suspended
16472,20,Male,112,184,Mixed,8.7,3,Very Confused,114,TikTok,Warning Issued
16473,54,Female,109,175,Other,5.6,9,Some skepticism,5,WeChat,Error
16474,27,Non-Binary,62,154,White,6.4,5,Some skepticism,48,TikTok,Active
16475,64,Female,89,179,Asian,1.3,8,Needs Verification,57,WeChat,Warning Issued
16476,23,Non-Binary,56,193,Other,3,0,Some skepticism,83,Snapchat,Inactive
16477,18,Female,72,191,Mixed,0.8,2,Values nothing,69,TikTok,Error
16478,48,Female,81,154,Asian,0.5,0,Needs Verification,21,Unknown,Suspended
16479,70,Male,59,191,Mixed,1.2,2,Some skepticism,24,TikTok,Warning Issued
16480,62,Non-Binary,115,168,Other,13.7,4,Values nothing,90,Snapchat,Active
16481,43,Male,66,192,White,4.2,5,Believes everything,48,Snapchat,Inactive
16482,51,Non-Binary,65,167,Asian,10.8,8,Unknown,76,Instagram,Active
16483,46,Female,85,187,Asian,0.3,10,Needs Verification,19,Twitter,Error
16484,65,Male,73,193,Black,2.5,2,Participates in spreading,47,Twitter,Needs Verification
16485,41,Male,100,155,White,1.7,9,Needs Verification,59,Twitter,Error
16486,61,Female,96,198,Asian,6.5,1,Participates in spreading,68,Twitter,Pending Review
16487,63,Female,95,180,Mixed,2.2,10,Indifferent,-6,Instagram,Needs Verification
16488,57,Non-Binary,69,196,Hispanic,9.7,1,Does not engage,17,Unknown,Pending Review
16489,62,Male,65,163,Mixed,1.8,0,Values nothing,90,WeChat,Pending Review
16490,67,Female,116,198,Other,3.4,9,Participates in spreading,26,Twitter,Needs Verification
16491,53,Non-Binary,109,194,Mixed,6.9,3,Very Confused,110,WeChat,Error
16492,62,Non-Binary,88,195,White,13.5,5,Values nothing,48,TikTok,Needs Verification
16493,62,Male,56,163,Mixed,12.7,2,Unknown,13,Facebook,Warning Issued
16494,67,Female,74,162,Asian,12.1,1,Occasional check,110,Instagram,Needs Verification
16495,57,Female,61,196,Mixed,13.7,6,Occasional check,34,WeChat,Suspended
16496,68,Female,96,195,Other,0.9,10,Believes everything,-2,Instagram,Inactive
16497,65,Female,61,193,Black,7.5,2,Unknown,83,Unknown,Needs Verification
16498,28,Male,53,168,Hispanic,2.7,3,Indifferent,108,TikTok,Pending Review
16499,57,Male,105,155,Mixed,7.1,5,Values nothing,-4,Twitter,Suspended
16500,53,Male,109,174,Asian,7.6,7,Does not engage,35,Snapchat,Needs Verification
16501,63,Non-Binary,66,176,Black,8.1,9,Occasional check,119,Twitter,Suspended
16502,20,Non-Binary,64,191,Other,0.6,1,Values nothing,116,Instagram,Error
16503,39,Non-Binary,95,170,Black,12.8,4,Unknown,22,WeChat,Suspended
16504,29,Female,88,192,Asian,8.4,2,Needs Verification,26,WhatsApp,Suspended
16505,32,Male,68,181,Other,14.8,8,Very Confused,78,TikTok,Warning Issued
16506,67,Male,91,168,Other,2.3,0,More fake news than reality,81,Facebook,Warning Issued
16507,34,Male,62,152,White,2.8,8,Some skepticism,119,WeChat,Warning Issued
16508,47,Non-Binary,53,200,White,11.6,10,Occasional check,35,Facebook,Inactive
16509,46,Male,111,200,Hispanic,2.6,6,Unknown,32,Unknown,Inactive
16510,35,Male,56,192,Hispanic,13.3,3,Very Confused,80,TikTok,Needs Verification
16511,26,Male,66,198,Other,13.7,6,Very Confused,33,TikTok,Active
16512,61,Male,105,195,Black,11,3,More fake news than reality,110,WhatsApp,Needs Verification
16513,50,Non-Binary,56,199,Mixed,4.2,0,Very Confused,42,Snapchat,Pending Review
16514,68,Non-Binary,61,182,Hispanic,2.3,4,Indifferent,19,TikTok,Warning Issued
16515,20,Male,91,156,Mixed,6.5,3,Indifferent,104,TikTok,Suspended
16516,18,Non-Binary,62,165,Black,6.3,5,Fully converted,120,WhatsApp,Needs Verification
16517,47,Female,68,153,Black,13.6,9,Does not engage,-7,TikTok,Pending Review
16518,24,Male,62,152,White,12.5,2,Indifferent,25,Facebook,Inactive
16519,49,Male,80,155,Mixed,14.2,6,Some skepticism,90,WhatsApp,Active
16520,37,Male,104,185,White,8.9,7,Very Confused,27,WeChat,Needs Verification
16521,38,Female,114,182,Mixed,0.7,11,More fake news than reality,7,Twitter,Needs Verification
16522,52,Female,63,190,Hispanic,3.6,3,Values nothing,17,TikTok,Suspended
16523,51,Female,102,176,Hispanic,2.9,10,Does not engage,33,Facebook,Inactive
16524,69,Male,115,150,Hispanic,8.1,10,Very Confused,102,WeChat,Needs Verification
16525,30,Non-Binary,82,198,Asian,10.4,2,Very Confused,80,Instagram,Error
16526,31,Non-Binary,70,187,Other,12.7,7,Does not engage,95,Unknown,Inactive
16527,41,Non-Binary,108,182,Hispanic,1.8,1,Unknown,103,Facebook,Inactive
16528,56,Non-Binary,69,161,Black,9.6,6,Participates in spreading,53,Unknown,Pending Review
16529,55,Female,72,165,Mixed,1.9,1,Values nothing,72,WhatsApp,Suspended
16530,48,Female,58,154,Mixed,13.6,8,Unknown,104,WhatsApp,Pending Review
16531,41,Non-Binary,75,199,White,12.5,10,Values nothing,118,Snapchat,Inactive
16532,22,Non-Binary,56,197,Mixed,14.6,1,Needs Verification,30,Snapchat,Error
16533,20,Male,98,171,Asian,6.8,7,Believes everything,34,Instagram,Pending Review
16534,31,Female,63,166,White,2.4,9,Needs Verification,-4,WhatsApp,Inactive
16535,42,Male,93,168,White,6.1,4,Completely unaware,35,Instagram,Inactive
16536,57,Female,120,157,Black,2,2,Participates in spreading,17,WhatsApp,Warning Issued
16537,50,Male,77,156,Asian,9.2,7,Indifferent,52,Twitter,Error
16538,18,Non-Binary,52,170,Asian,14.1,8,Believes everything,15,WeChat,Error
16539,57,Male,51,169,Asian,6.4,2,Believes everything,9,WhatsApp,Suspended
16540,70,Non-Binary,70,163,Black,4,0,Fully converted,82,WhatsApp,Inactive
16541,28,Male,115,159,Black,8.1,6,Completely unaware,52,WhatsApp,Active
16542,31,Male,89,159,Mixed,9.1,10,Does not engage,49,Facebook,Error
16543,50,Non-Binary,96,171,White,8.5,3,Believes everything,110,Instagram,Pending Review
16544,63,Male,88,165,Black,11.5,0,Believes everything,-1,TikTok,Error
16545,22,Non-Binary,99,171,Black,11.5,0,Very Confused,84,WhatsApp,Pending Review
16546,69,Male,93,194,White,11.9,9,Does not engage,10,Twitter,Needs Verification
16547,53,Female,101,179,Hispanic,0.4,1,Believes everything,113,Twitter,Needs Verification
16548,39,Male,91,178,Other,11.7,6,Values nothing,93,Instagram,Error
16549,22,Non-Binary,70,165,Asian,3.2,9,Believes everything,0,Unknown,Needs Verification
16550,35,Non-Binary,71,194,Hispanic,2.1,8,More fake news than reality,76,Instagram,Active
16551,58,Non-Binary,68,152,White,14.1,0,Does not engage,104,WeChat,Inactive
16552,23,Female,53,186,Black,11.8,8,Occasional check,89,Snapchat,Error
16553,48,Female,73,189,Asian,7.4,2,Believes everything,117,TikTok,Needs Verification
16554,50,Female,106,173,Other,6.1,9,Values nothing,25,Snapchat,Error
16555,56,Male,100,152,White,11.2,7,Believes everything,54,Facebook,Needs Verification
16556,31,Female,93,168,Black,3.8,0,Participates in spreading,39,Instagram,Inactive
16557,66,Male,116,177,Other,11.4,1,Participates in spreading,94,Twitter,Suspended
16558,21,Male,111,151,Mixed,14.7,6,Some skepticism,24,Twitter,Warning Issued
16559,18,Male,113,197,Hispanic,7,4,Completely unaware,80,WeChat,Active
16560,23,Male,78,181,Mixed,5.2,0,Fully converted,94,TikTok,Needs Verification
16561,58,Male,91,193,Mixed,8.8,10,Indifferent,6,Snapchat,Needs Verification
16562,69,Male,60,174,White,3.4,9,Very Confused,37,WhatsApp,Error
16563,48,Male,105,197,Asian,8.1,8,Indifferent,7,Unknown,Pending Review
16564,47,Male,52,184,White,13.9,7,Some skepticism,38,TikTok,Suspended
16565,50,Male,60,167,Hispanic,1.6,4,More fake news than reality,108,Snapchat,Suspended
16566,31,Female,61,151,Black,6,4,Participates in spreading,3,Snapchat,Active
16567,56,Male,82,199,Other,11.1,10,Indifferent,61,Unknown,Pending Review
16568,59,Female,120,187,White,7.5,10,Very Confused,50,WeChat,Active
16569,30,Male,78,179,White,2.5,6,Values nothing,10,Facebook,Suspended
16570,40,Non-Binary,55,187,Hispanic,3.5,3,Occasional check,0,Unknown,Error
16571,63,Male,101,157,Black,3,8,Values nothing,101,Facebook,Suspended
16572,36,Non-Binary,59,198,Hispanic,4.8,6,Unknown,33,TikTok,Pending Review
16573,60,Non-Binary,96,174,Hispanic,12.8,9,Occasional check,7,Unknown,Active
16574,36,Female,69,194,Hispanic,10.9,9,Needs Verification,81,WeChat,Active
16575,41,Male,105,194,Asian,9.9,6,Does not engage,21,WeChat,Suspended
16576,18,Non-Binary,108,189,Mixed,6.4,4,Does not engage,73,Twitter,Error
16577,61,Female,89,157,Black,14.8,3,Completely unaware,106,TikTok,Suspended
16578,37,Female,52,152,Hispanic,10.2,4,Believes everything,45,TikTok,Error
16579,58,Female,78,167,White,6.5,3,Completely unaware,6,Facebook,Active
16580,27,Male,62,173,Other,2.1,10,Values nothing,100,TikTok,Inactive
16581,24,Female,76,179,Other,11.5,3,Values nothing,41,Twitter,Inactive
16582,63,Female,120,166,Other,7.3,10,Needs Verification,-6,Instagram,Suspended
16583,39,Male,90,197,Mixed,12.9,9,Does not engage,19,Snapchat,Warning Issued
16584,41,Male,77,158,Other,9.6,9,Participates in spreading,56,TikTok,Needs Verification
16585,57,Non-Binary,96,151,Asian,11.4,10,More fake news than reality,102,Twitter,Needs Verification
16586,39,Female,82,188,Other,1.5,6,Values nothing,100,WhatsApp,Inactive
16587,41,Male,105,171,Other,13.7,5,Participates in spreading,43,WhatsApp,Needs Verification
16588,28,Female,53,189,White,2.6,9,Occasional check,114,Snapchat,Active
16589,23,Non-Binary,104,179,Hispanic,8.5,8,More fake news than reality,59,Snapchat,Active
16590,48,Female,100,187,White,7.8,11,Needs Verification,18,WhatsApp,Warning Issued
16591,37,Non-Binary,100,185,Other,4,8,Participates in spreading,61,WeChat,Pending Review
16592,56,Female,108,189,Hispanic,5.1,7,Fully converted,28,WeChat,Pending Review
16593,60,Female,97,199,Asian,0.6,7,Indifferent,38,Unknown,Warning Issued
16594,44,Female,82,193,Black,2.5,9,Fully converted,55,WhatsApp,Needs Verification
16595,56,Non-Binary,69,155,White,9.9,9,Unknown,86,Instagram,Active
16596,44,Non-Binary,59,163,Black,11.1,3,More fake news than reality,120,Instagram,Warning Issued
16597,63,Female,108,180,Black,1,3,Does not engage,98,Twitter,Inactive
16598,30,Non-Binary,106,195,Asian,5.8,9,Values nothing,97,Unknown,Active
16599,42,Non-Binary,89,178,Mixed,2.9,5,Needs Verification,112,Snapchat,Suspended
16600,46,Male,111,151,Hispanic,6.2,2,More fake news than reality,113,WeChat,Active
16601,40,Male,66,167,Other,11.4,9,Unknown,7,Unknown,Inactive
16602,50,Male,70,171,Mixed,8.7,9,Some skepticism,31,Unknown,Suspended
16603,53,Male,59,177,Hispanic,7.2,2,Unknown,91,Facebook,Needs Verification
16604,48,Female,95,154,Other,14.6,4,Needs Verification,42,WeChat,Pending Review
16605,32,Non-Binary,82,169,Hispanic,9,0,Occasional check,44,WeChat,Needs Verification
16606,40,Male,76,181,Black,4,8,Completely unaware,18,TikTok,Error
16607,30,Male,105,165,Mixed,8.5,9,Very Confused,67,WhatsApp,Active
16608,39,Female,120,189,White,11.5,8,Values nothing,83,WhatsApp,Suspended
16609,22,Non-Binary,110,165,White,8.1,4,Believes everything,106,WhatsApp,Pending Review
16610,55,Male,77,185,White,7.8,9,Believes everything,83,WeChat,Inactive
16611,57,Non-Binary,64,186,White,14.4,2,Values nothing,-4,Facebook,Pending Review
16612,61,Non-Binary,77,195,Mixed,0.6,0,Values nothing,104,WhatsApp,Inactive
16613,70,Male,93,192,Mixed,4.1,9,Occasional check,34,WhatsApp,Active
16614,25,Male,118,176,Hispanic,9.8,1,Completely unaware,12,Twitter,Error
16615,48,Non-Binary,64,187,Mixed,10.8,8,Some skepticism,4,WeChat,Pending Review
16616,45,Female,64,157,Black,1.3,8,Very Confused,32,TikTok,Needs Verification
16617,69,Non-Binary,105,182,White,2,7,Occasional check,97,TikTok,Error
16618,29,Female,73,186,Other,13.5,7,Does not engage,28,WeChat,Warning Issued
16619,29,Female,50,151,Hispanic,6.6,5,Some skepticism,106,Facebook,Needs Verification
16620,62,Male,99,190,Asian,2.7,6,Indifferent,65,Unknown,Pending Review
16621,61,Non-Binary,114,192,Other,14.4,7,More fake news than reality,19,WeChat,Pending Review
16622,50,Male,87,182,Asian,3.1,2,Indifferent,63,Instagram,Pending Review
16623,49,Female,52,174,Other,2.2,10,Needs Verification,-6,WhatsApp,Inactive
16624,35,Non-Binary,78,167,Asian,2.6,2,Some skepticism,45,Twitter,Suspended
16625,50,Non-Binary,101,164,Mixed,8.3,7,Occasional check,44,WhatsApp,Warning Issued
16626,68,Non-Binary,72,197,White,12.7,5,Very Confused,6,Instagram,Needs Verification
16627,43,Male,61,166,White,3.9,11,Completely unaware,0,Instagram,Suspended
16628,43,Female,59,155,Mixed,7.2,5,Indifferent,-9,Snapchat,Suspended
16629,26,Male,107,193,Mixed,14.6,9,Indifferent,82,TikTok,Suspended
16630,45,Female,106,195,Hispanic,0.6,10,Completely unaware,40,WhatsApp,Active
16631,30,Male,67,198,Other,8.9,11,Very Confused,16,WhatsApp,Pending Review
16632,44,Non-Binary,120,195,Asian,11.8,9,Does not engage,60,Unknown,Inactive
16633,44,Non-Binary,79,174,Black,5,4,Indifferent,86,WeChat,Error
16634,33,Female,59,162,Asian,9.6,3,Values nothing,28,Twitter,Error
16635,52,Non-Binary,79,187,Mixed,4.3,7,Believes everything,109,TikTok,Pending Review
